OBJECTID,RptDt,Date,NEG_NEW,NEG_7DAYAVG,POS_CP,IC_Y_80_89_CP,IC_Y_90_CP,TESTS_POS_CONF,TESTS_POS_CONF_NEW,TESTS_POS_CONF_7DAYAVG,PercentNAATPos
815,3/10/2021 2:00:00 PM,3/9/2021,5960,3949.14,618156,357,90,602112,630,506.43,1.69
970,3/11/2021 2:00:00 PM,3/10/2021,4715,3893.29,618811,357,90,602661,549,491.71,1.67
971,3/12/2021 2:00:00 PM,3/11/2021,4390,3905.71,619565,357,90,603243,582,487.86,2.32
972,3/13/2021 2:00:00 PM,3/12/2021,3821,3899.86,620169,357,90,603771,528,492.43,2.3
973,3/14/2021 2:00:00 PM,3/13/2021,3338,3868.0,620561,357,90,604228,457,492.71,2.82
974,3/15/2021 2:00:00 PM,3/14/2021,2384,3891.43,620862,357,91,604533,305,497.14,2.89
975,3/16/2021 2:00:00 PM,3/15/2021,3524,4018.86,621577,358,91,604992,459,501.43,2.41
976,3/17/2021 2:00:00 PM,3/16/2021,4783,3850.71,622293,358,91,605647,655,505.0,1.9
963,3/18/2021 2:00:00 PM,3/17/2021,4459,3814.14,623006,358,91,606267,620,515.14,2.03
964,3/19/2021 2:00:00 PM,3/18/2021,3730,3719.86,623700,359,91,606849,582,515.14,2.34
965,3/20/2021 2:00:00 PM,3/19/2021,4350,3795.43,624275,359,91,607381,532,515.71,2.41
966,3/21/2021 2:00:00 PM,3/20/2021,3109,3762.71,624698,359,91,607871,490,520.43,3.04
967,3/22/2021 2:00:00 PM,3/21/2021,2726,3811.57,625075,359,91,608201,330,524.0,3.11
968,3/23/2021 2:00:00 PM,3/22/2021,3454,3801.57,625656,359,91,608693,492,528.71,2.58
969,3/24/2021 2:00:00 PM,3/23/2021,4992,3831.43,626659,360,91,609502,809,550.71,2.39
452,3/25/2021 2:00:00 PM,3/24/2021,4508,3838.43,627517,362,91,610229,727,566.0,2.44
453,3/26/2021 2:00:00 PM,3/25/2021,4326,3923.57,628346,362,91,610957,728,586.86,2.98
454,3/27/2021 2:00:00 PM,3/26/2021,3662,3825.29,629072,364,91,611557,600,596.57,2.76
455,3/28/2021 2:00:00 PM,3/27/2021,3384,3864.57,629544,364,91,612109,552,605.43,3.2
456,3/29/2021 2:00:00 PM,3/28/2021,2589,3845.0,629879,364,91,612453,344,607.43,3.47
457,3/30/2021 2:00:00 PM,3/29/2021,3081,3791.71,630774,364,91,613005,552,616.0,2.99
458,3/31/2021 2:00:00 PM,3/30/2021,4125,3667.86,631578,364,91,613727,722,603.57,2.42
158,4/1/2021 2:00:00 PM,3/31/2021,3943,3587.14,632408,364,91,614546,819,616.71,2.81
159,4/2/2021 2:00:00 PM,4/1/2021,3429,3459.0,633305,364,91,615422,876,637.86,3.93
160,4/3/2021 2:00:00 PM,4/2/2021,3550,3443.0,634121,364,91,616183,761,660.86,3.68
161,4/4/2021 2:00:00 PM,4/3/2021,3181,3414.0,634750,364,91,616847,664,676.86,4.37
162,4/5/2021 2:00:00 PM,4/4/2021,2237,3363.71,635052,364,91,617268,421,687.86,4.77
163,4/6/2021 2:00:00 PM,4/5/2021,2741,3315.14,636253,364,91,617904,636,699.86,3.45
164,4/7/2021 2:00:00 PM,4/6/2021,4685,3395.14,637205,365,91,618926,1022,742.71,3.39
655,4/8/2021 2:00:00 PM,4/7/2021,4520,3477.57,638353,365,91,619936,1010,770.0,3.24
656,4/9/2021 2:00:00 PM,4/8/2021,4474,3626.86,639561,365,91,620949,1013,789.57,4.22
657,4/10/2021 2:00:00 PM,4/9/2021,3674,3644.57,640553,367,91,621814,865,804.43,3.71
658,4/11/2021 2:00:00 PM,4/10/2021,3494,3689.29,641168,367,92,622573,759,818.0,4.22
659,4/12/2021 2:00:00 PM,4/11/2021,2580,3738.29,641615,367,92,623067,494,828.43,4.89
660,4/13/2021 2:00:00 PM,4/12/2021,3150,3796.71,642729,367,92,623782,715,839.71,3.57
661,4/14/2021 2:00:00 PM,4/13/2021,5128,3860.0,643790,367,92,624763,981,833.86,3.08
739,4/15/2021 2:00:00 PM,4/14/2021,4617,3873.86,644891,367,92,625699,936,823.29,3.14
740,4/16/2021 2:00:00 PM,4/15/2021,4154,3828.14,645890,367,92,626514,815,795.0,3.66
741,4/17/2021 2:00:00 PM,4/16/2021,3815,3848.29,646776,367,92,627299,785,783.57,3.44
742,4/18/2021 2:00:00 PM,4/17/2021,3521,3852.14,647341,367,92,627924,625,764.43,3.51
743,4/19/2021 2:00:00 PM,4/18/2021,2593,3854.0,647736,367,92,628373,449,758.0,4.27
744,4/20/2021 2:00:00 PM,4/19/2021,3658,3926.57,648757,367,93,629039,666,751.0,3.73
745,4/21/2021 2:00:00 PM,4/20/2021,4582,3848.57,649603,367,93,629904,865,734.43,2.69
389,4/22/2021 2:00:00 PM,4/21/2021,5003,3903.71,650525,367,93,630724,820,717.86,2.52
390,4/23/2021 2:00:00 PM,4/22/2021,4518,3955.71,651474,367,93,631543,819,718.43,3.46
391,4/24/2021 2:00:00 PM,4/23/2021,4042,3988.14,652244,367,93,632229,686,704.29,3.02
392,4/25/2021 2:00:00 PM,4/24/2021,3262,3951.14,652726,367,93,632859,630,705.0,3.92
393,4/26/2021 2:00:00 PM,4/25/2021,2838,3986.14,653136,367,93,633300,441,703.86,4.32
394,4/27/2021 2:00:00 PM,4/26/2021,3216,3923.0,654081,367,93,633958,658,702.71,3.62
395,4/28/2021 2:00:00 PM,4/27/2021,4968,3978.14,654918,368,93,634804,846,700.0,2.59
550,4/29/2021 2:00:00 PM,4/28/2021,5009,3979.0,655829,368,93,635665,861,705.86,2.95
551,4/30/2021 2:00:00 PM,4/29/2021,4288,3946.14,656698,368,93,636472,807,704.14,3.5
552,5/1/2021 2:00:00 PM,4/30/2021,4214,3970.71,657461,368,93,637152,680,703.29,3.38
553,5/2/2021 2:00:00 PM,5/1/2021,3409,3991.71,657949,368,93,637747,595,698.29,3.59
554,5/3/2021 2:00:00 PM,5/2/2021,2441,3935.0,658323,369,93,638156,409,693.71,4.84
555,5/4/2021 2:00:00 PM,5/3/2021,3221,3935.71,659165,371,93,638713,557,679.29,3.68
556,5/5/2021 2:00:00 PM,5/4/2021,4707,3898.43,659936,371,93,639417,704,659.0,2.65
788,5/6/2021 2:00:00 PM,5/5/2021,4588,3838.29,660775,371,93,640134,717,638.43,2.56
789,5/7/2021 2:00:00 PM,5/6/2021,6278,4122.57,661523,371,93,640784,650,616.0,3.32
790,5/8/2021 2:00:00 PM,5/7/2021,3317,3994.43,662173,371,94,641367,583,602.14,3.24
791,5/9/2021 2:00:00 PM,5/8/2021,2997,3935.57,662509,371,94,641778,411,575.86,3.44
792,5/10/2021 2:00:00 PM,5/9/2021,2103,3887.29,662710,371,94,642088,310,561.71,4.02
793,5/11/2021 2:00:00 PM,5/10/2021,3356,3906.57,663329,371,94,642523,435,544.29,3.54
794,5/12/2021 2:00:00 PM,5/11/2021,5005,3949.14,663985,372,94,643074,551,522.43,2.27
949,5/13/2021 2:00:00 PM,5/12/2021,4481,3933.86,664566,372,94,643612,538,496.86,2.49
950,5/14/2021 2:00:00 PM,5/13/2021,3821,3582.86,665169,372,94,644158,546,482.0,3.38
951,5/15/2021 2:00:00 PM,5/14/2021,3531,3613.43,665750,372,94,644610,452,463.29,2.52
952,5/16/2021 2:00:00 PM,5/15/2021,3253,3650.0,665994,372,94,644917,307,448.43,2.63
953,5/17/2021 2:00:00 PM,5/16/2021,2242,3669.86,666152,372,94,645184,267,442.29,3.86
954,5/18/2021 2:00:00 PM,5/17/2021,3683,3716.57,666771,373,94,645541,357,431.14,3.21
955,5/19/2021 2:00:00 PM,5/18/2021,3958,3567.0,667275,374,94,645995,454,417.29,2.25
3660936,5/20/2021 2:00:00 PM,5/19/2021,3759,3463.86,667857,374,94,646448,453,405.14,2.15
3660937,5/21/2021 2:00:00 PM,5/20/2021,3232,3379.71,668311,374,94,646812,364,379.14,2.62
3660938,5/22/2021 2:00:00 PM,5/21/2021,3507,3376.29,668714,374,94,647134,322,360.57,2.66
3660939,5/23/2021 2:00:00 PM,5/22/2021,2592,3281.86,668878,374,94,647390,256,353.29,2.47
3660940,5/24/2021 2:00:00 PM,5/23/2021,2029,3251.43,669044,374,94,647596,206,344.57,3.15
3660941,5/25/2021 2:00:00 PM,5/24/2021,3014,3155.86,669490,374,94,647859,263,331.14,2.38
3660942,5/26/2021 2:00:00 PM,5/25/2021,3629,3108.86,669873,374,94,648190,331,313.57,1.75
354,5/27/2021 2:00:00 PM,5/26/2021,3079,3011.71,670222,374,94,648453,263,286.43,1.56
355,5/28/2021 2:00:00 PM,5/27/2021,2557,2915.29,670505,374,94,648681,228,267.0,1.86
356,5/29/2021 2:00:00 PM,5/28/2021,2323,2746.14,670740,374,94,648888,207,250.57,1.85
357,5/30/2021 2:00:00 PM,5/29/2021,1786,2631.0,670844,375,94,649028,140,234.0,1.79
358,5/31/2021 2:00:00 PM,5/30/2021,1638,2575.14,670919,375,94,649138,110,220.29,2.07
359,6/1/2021 2:00:00 PM,5/31/2021,1525,2362.43,670967,375,94,649206,68,192.43,1.42
360,6/2/2021 2:00:00 PM,6/1/2021,2460,2195.43,671270,375,94,649379,173,169.86,1.61
529,6/3/2021 2:00:00 PM,6/2/2021,2939,2175.43,671486,375,94,649588,209,162.14,1.17
530,6/4/2021 2:00:00 PM,6/3/2021,2830,2214.43,671723,375,94,649776,188,156.43,1.35
531,6/5/2021 2:00:00 PM,6/4/2021,2616,2256.29,671920,375,94,649912,136,146.29,1.22
532,6/6/2021 2:00:00 PM,6/5/2021,2104,2301.71,671970,375,94,650012,100,140.57,1.21
533,6/7/2021 2:00:00 PM,6/6/2021,1685,2308.43,672041,375,94,650100,88,137.43,1.61
534,6/8/2021 2:00:00 PM,6/7/2021,2181,2402.14,672258,375,94,650215,115,144.14,1.29
535,6/9/2021 2:00:00 PM,6/8/2021,3173,2504.0,672419,375,94,650376,161,142.43,1.03
641,6/10/2021 2:00:00 PM,6/9/2021,2691,2468.57,672590,375,94,650509,133,131.57,0.98
642,6/11/2021 2:00:00 PM,6/10/2021,2435,2412.14,672739,375,94,650631,122,122.14,1.14
643,6/12/2021 2:00:00 PM,6/11/2021,2102,2338.71,672861,376,94,650742,111,118.57,1.15
644,6/13/2021 2:00:00 PM,6/12/2021,2032,2328.43,672908,376,94,650822,80,115.71,1.13
645,6/14/2021 2:00:00 PM,6/13/2021,1704,2331.14,672949,376,94,650894,72,113.43,1.26
646,6/15/2021 2:00:00 PM,6/14/2021,1734,2267.29,673110,376,94,650976,82,108.71,1.04
647,6/16/2021 2:00:00 PM,6/15/2021,1124,1974.57,673168,376,94,651085,109,101.29,0.86
725,6/17/2021 2:00:00 PM,6/16/2021,4303,2204.86,673298,376,94,651168,83,94.14,0.65
726,6/18/2021 2:00:00 PM,6/17/2021,1991,2141.43,673430,376,94,651222,54,84.43,0.58
727,6/19/2021 2:00:00 PM,6/18/2021,2232,2160.0,673525,376,94,651316,94,82.0,1.04
728,6/20/2021 2:00:00 PM,6/19/2021,2002,2155.71,673563,376,94,651365,49,77.57,0.66
729,6/21/2021 2:00:00 PM,6/20/2021,1549,2133.57,673586,377,94,651397,32,71.86,0.57
730,6/22/2021 2:00:00 PM,6/21/2021,2385,2226.57,673714,377,94,651465,68,69.86,0.84
731,6/23/2021 2:00:00 PM,6/22/2021,2653,2445.0,673842,377,94,651552,87,66.71,0.67
781,6/24/2021 2:00:00 PM,6/23/2021,2281,2156.14,673971,377,94,651636,84,66.86,0.67
782,6/25/2021 2:00:00 PM,6/24/2021,1949,2150.14,674053,377,94,651712,76,70.0,0.88
783,6/26/2021 2:00:00 PM,6/25/2021,2166,2140.71,674137,377,94,651789,77,67.57,0.85
784,6/27/2021 2:00:00 PM,6/26/2021,1686,2095.57,674178,377,94,651848,59,69.0,0.79
785,6/28/2021 2:00:00 PM,6/27/2021,1402,2074.57,674201,377,94,651909,61,73.14,1.41
786,6/29/2021 2:00:00 PM,6/28/2021,2396,2076.14,674344,377,94,651985,76,74.29,1.03
787,6/30/2021 2:00:00 PM,6/29/2021,2353,2033.29,674439,377,94,652086,101,76.29,0.98
305,7/1/2021 2:00:00 PM,6/30/2021,1905,1979.57,674567,377,94,652188,102,78.86,1.08
306,7/2/2021 2:00:00 PM,7/1/2021,1954,1980.29,674693,377,94,652290,102,82.57,1.34
307,7/3/2021 2:00:00 PM,7/2/2021,3147,2120.43,674803,377,94,652396,106,86.71,1.59
308,7/4/2021 2:00:00 PM,7/3/2021,2586,2249.0,674825,377,94,652459,63,87.29,1.19
309,7/5/2021 2:00:00 PM,7/4/2021,1222,2223.29,674851,377,94,652493,34,83.43,1.35
310,7/6/2021 2:00:00 PM,7/5/2021,1846,2144.71,674873,377,94,652563,70,82.57,1.55
311,7/7/2021 2:00:00 PM,7/6/2021,1712,2053.14,675080,377,94,652703,140,88.14,1.75
487,7/8/2021 2:00:00 PM,7/7/2021,5152,2517.0,675314,377,94,652830,127,91.71,1.18
488,7/9/2021 2:00:00 PM,7/8/2021,1929,2513.43,675470,377,94,652961,131,95.86,1.53
489,7/10/2021 2:00:00 PM,7/9/2021,2133,2368.57,675670,377,94,653076,115,97.14,1.44
490,7/11/2021 2:00:00 PM,7/10/2021,1878,2267.43,675704,377,94,653217,141,108.29,2.24
491,7/12/2021 2:00:00 PM,7/11/2021,1330,2282.86,675816,377,94,653309,92,116.57,2.3
492,7/13/2021 2:00:00 PM,7/12/2021,1899,2290.43,676071,378,94,653459,150,128.0,2.13
493,7/14/2021 2:00:00 PM,7/13/2021,2290,2373.0,676254,378,94,653657,198,136.29,1.89
613,7/15/2021 2:00:00 PM,7/14/2021,2544,2000.43,676506,378,94,653867,210,148.14,1.92
614,7/16/2021 2:00:00 PM,7/15/2021,2003,2011.0,676744,378,94,654065,198,157.71,2.16
615,7/17/2021 2:00:00 PM,7/16/2021,2044,1998.29,676955,378,94,654306,241,175.71,2.95
616,7/18/2021 2:00:00 PM,7/17/2021,1591,1957.29,677006,378,94,654529,223,187.43,3.29
617,7/19/2021 2:00:00 PM,7/18/2021,1336,1958.14,677120,378,94,654709,180,200.0,3.93
618,7/20/2021 2:00:00 PM,7/19/2021,2255,2009.0,677682,378,94,655015,306,222.29,3.95
619,7/21/2021 2:00:00 PM,7/20/2021,2429,2028.86,678094,378,94,655459,444,257.43,3.21
697,7/22/2021 2:00:00 PM,7/21/2021,2452,2015.71,678483,378,94,655860,401,284.71,3.24
698,7/23/2021 2:00:00 PM,7/22/2021,2484,2084.43,679025,378,94,656302,442,319.57,4.31
699,7/24/2021 2:00:00 PM,7/23/2021,2485,2147.43,679508,378,94,656767,465,351.57,4.59
700,7/25/2021 2:00:00 PM,7/24/2021,2069,2215.71,679631,379,94,657272,505,391.86,5.73
701,7/26/2021 2:00:00 PM,7/25/2021,1532,2243.71,679928,379,94,657668,396,422.71,7.29
702,7/27/2021 2:00:00 PM,7/26/2021,2294,2249.29,681050,380,94,658400,732,483.57,7.97
703,7/28/2021 2:00:00 PM,7/27/2021,3153,2352.71,681969,380,94,659302,902,549.0,6.22
361,7/29/2021 2:00:00 PM,7/28/2021,2885,2414.57,682967,380,94,660320,1018,637.14,6.2
362,7/30/2021 2:00:00 PM,7/29/2021,3106,2503.43,684150,381,95,661380,1060,725.43,7.19
363,7/31/2021 2:00:00 PM,7/30/2021,3168,2601.0,685099,382,95,662503,1123,819.43,7.63
364,8/1/2021 2:00:00 PM,7/31/2021,2861,2714.14,685688,382,95,663450,947,882.57,8.49
365,8/2/2021 2:00:00 PM,8/1/2021,2151,2802.57,686203,382,95,664141,691,924.71,9.19
366,8/3/2021 2:00:00 PM,8/2/2021,3044,2909.71,687769,382,95,665343,1202,991.86,9.27
367,8/4/2021 2:00:00 PM,8/3/2021,3925,3020.0,689101,382,95,666612,1269,1044.29,6.9
242,8/5/2021 2:00:00 PM,8/4/2021,3832,3155.29,690868,382,96,668096,1484,1110.86,7.06
243,8/6/2021 2:00:00 PM,8/5/2021,3455,3205.14,692221,382,96,669310,1214,1132.86,6.82
244,8/7/2021 2:00:00 PM,8/6/2021,3711,3282.71,693443,383,97,670556,1246,1150.43,7.34
245,8/8/2021 2:00:00 PM,8/7/2021,3058,3310.86,694079,383,98,671520,964,1152.86,7.44
246,8/9/2021 2:00:00 PM,8/8/2021,2603,3375.43,694679,383,98,672306,786,1166.43,7.94
247,8/10/2021 2:00:00 PM,8/9/2021,3403,3426.71,696499,384,98,673548,1242,1172.14,9.28
248,8/11/2021 2:00:00 PM,8/10/2021,4408,3495.71,697983,385,98,675127,1579,1216.43,7.43
536,8/12/2021 2:00:00 PM,8/11/2021,4351,3569.86,699677,385,98,676519,1392,1203.29,5.87
537,8/13/2021 2:00:00 PM,8/12/2021,4261,3685.0,701350,385,98,677988,1469,1239.71,6.34
538,8/14/2021 2:00:00 PM,8/13/2021,4073,3736.71,703001,385,98,679363,1375,1258.14,7.63
539,8/15/2021 2:00:00 PM,8/14/2021,3163,3751.71,703578,385,98,680495,1132,1282.14,7.6
540,8/16/2021 2:00:00 PM,8/15/2021,2355,3716.29,704275,386,98,681288,793,1283.14,8.82
541,8/17/2021 2:00:00 PM,8/16/2021,2893,3643.43,706231,387,98,682668,1380,1302.86,9.64
542,8/18/2021 2:00:00 PM,8/17/2021,4406,3643.14,707935,388,99,684434,1766,1329.57,7.05
445,8/19/2021 2:00:00 PM,8/18/2021,6228,3911.29,709724,388,99,686175,1741,1379.43,6.7
446,8/20/2021 2:00:00 PM,8/19/2021,4624,3963.14,711577,388,99,688009,1834,1431.57,7.61
447,8/21/2021 2:00:00 PM,8/20/2021,4277,3992.29,713277,389,99,689604,1595,1463.0,7.48
448,8/22/2021 2:00:00 PM,8/21/2021,3031,3973.43,714046,390,99,690904,1300,1487.0,8.28
449,8/23/2021 2:00:00 PM,8/22/2021,2754,4030.43,714852,394,99,691974,1070,1526.57,8.57
450,8/24/2021 2:00:00 PM,8/23/2021,3361,4097.29,717376,394,99,693752,1778,1583.43,10.0
451,8/25/2021 2:00:00 PM,8/24/2021,4939,4173.43,719403,394,100,695834,2082,1628.57,7.82
431,8/26/2021 2:00:00 PM,8/25/2021,6787,4253.29,721678,396,100,697932,2098,1679.57,7.36
432,8/27/2021 2:00:00 PM,8/26/2021,4420,4224.14,724306,396,100,699803,1871,1684.86,7.84
433,8/28/2021 2:00:00 PM,8/27/2021,4567,4265.57,726543,396,100,701597,1794,1713.29,8.71
434,8/29/2021 2:00:00 PM,8/28/2021,3639,4352.43,727394,396,100,703112,1515,1744.0,8.65
435,8/30/2021 2:00:00 PM,8/29/2021,2761,4353.43,728330,396,100,704212,1100,1748.29,8.51
436,8/31/2021 2:00:00 PM,8/30/2021,3710,4403.29,730878,397,100,705912,1700,1737.14,9.94
437,9/1/2021 2:00:00 PM,8/31/2021,6515,4628.43,733189,399,100,708042,2130,1744.0,7.87
585,9/2/2021 2:00:00 PM,9/1/2021,5390,4428.86,735870,399,100,710265,2223,1761.86,7.61
586,9/3/2021 2:00:00 PM,9/2/2021,4670,4464.57,738148,402,100,712356,2091,1793.29,8.23
587,9/4/2021 2:00:00 PM,9/3/2021,5031,4530.86,740384,403,101,714602,2246,1857.86,8.72
588,9/5/2021 2:00:00 PM,9/4/2021,3843,4560.0,741605,404,101,716276,1674,1880.57,8.51
589,9/6/2021 2:00:00 PM,9/5/2021,2641,4542.86,742591,404,102,717547,1271,1905.0,9.23
590,9/7/2021 2:00:00 PM,9/6/2021,1941,4290.14,743451,404,102,718533,986,1803.0,10.46
591,9/8/2021 2:00:00 PM,9/7/2021,3952,3924.0,745994,405,102,720367,1834,1760.71,10.4
3661054,9/9/2021 2:00:00 PM,9/8/2021,5282,3908.57,748137,405,102,723148,2781,1840.43,7.65
3661055,9/10/2021 2:00:00 PM,9/9/2021,6091,4111.57,750867,406,102,725724,2576,1909.71,7.99
3661056,9/11/2021 2:00:00 PM,9/10/2021,7199,4421.29,753621,408,103,728441,2717,1977.0,8.51
3661057,9/12/2021 2:00:00 PM,9/11/2021,5432,4648.29,754067,409,103,730557,2116,2040.14,8.28
3661058,9/13/2021 2:00:00 PM,9/12/2021,4074,4853.0,754865,409,103,732338,1781,2113.0,9.51
3661059,9/14/2021 2:00:00 PM,9/13/2021,5712,5391.71,757368,410,103,734806,2468,2324.71,9.34
3661060,9/15/2021 2:00:00 PM,9/14/2021,7799,5941.29,761317,411,104,737831,3025,2494.86,8.39
298,9/16/2021 2:00:00 PM,9/15/2021,14232,7219.86,765275,414,104,740981,3150,2547.57,7.57
299,9/17/2021 2:00:00 PM,9/16/2021,9775,7746.14,768783,414,104,743895,2914,2595.86,8.14
300,9/18/2021 2:00:00 PM,9/17/2021,8655,7954.14,772889,415,105,746698,2803,2608.14,7.63
301,9/19/2021 2:00:00 PM,9/18/2021,6605,8121.71,775006,415,106,749029,2331,2638.86,7.98
302,9/20/2021 2:00:00 PM,9/19/2021,3979,8108.14,776616,416,107,750862,1833,2646.29,9.27
303,9/21/2021 2:00:00 PM,9/20/2021,7344,8341.29,780692,416,108,753023,2161,2602.43,9.35
304,9/22/2021 2:00:00 PM,9/21/2021,7763,8336.14,783990,417,108,755959,2936,2589.71,7.65
347,9/23/2021 2:00:00 PM,9/22/2021,10615,7819.43,787501,418,108,759542,3583,2651.57,7.65
348,9/24/2021 2:00:00 PM,9/23/2021,9504,7780.71,790743,418,108,762612,3070,2673.86,7.98
